Comercio Formal,,,,
Unidad,Nombre Unidad,Zona Coplademun,Giro,Cantidad
76,Ciudad del Sol,6,Alimentos ,75
76,Ciudad del Sol,6,Aparatos electronicos,2
76,Ciudad del Sol,6,Aparatos musicales,1
76,Ciudad del Sol,6,Aparatos ortopedicos,2
76,Ciudad del Sol,6,Artesanias,19
76,Ciudad del Sol,6,Articulos de belleza,12
76,Ciudad del Sol,6,Articulos de decoracion,3
76,Ciudad del Sol,6,Articulos de piel,8
76,Ciudad del Sol,6,Articulos para fiesta,2
76,Ciudad del Sol,6,Asilo,1
76,Ciudad del Sol,6,Auto baño,1
76,Ciudad del Sol,6,Bar,5
76,Ciudad del Sol,6,Basculas,1
76,Ciudad del Sol,6,Bazar,1
76,Ciudad del Sol,6,Bebidas sin contenido alcoholico,5
76,Ciudad del Sol,6,Billar,1
76,Ciudad del Sol,6,Billetes de loteria,4
76,Ciudad del Sol,6,Bisuteria,8
76,Ciudad del Sol,6,Blancos,1
76,Ciudad del Sol,6,Bodega,3
76,Ciudad del Sol,6,Boneteria y merceria,2
76,Ciudad del Sol,6,Cafeteria,19
76,Ciudad del Sol,6,Caja popular,1
76,Ciudad del Sol,6,Carniceria,3
76,Ciudad del Sol,6,Casa de cambio,9
76,Ciudad del Sol,6,Casa de huespedes,5
76,Ciudad del Sol,6,Centro de copiado,1
76,Ciudad del Sol,6,Centro nocturno,1
76,Ciudad del Sol,6,Cerrajeria,2
76,Ciudad del Sol,6,Clinica,5
76,Ciudad del Sol,6,Consultorio medico,6
76,Ciudad del Sol,6,Consultorio odontologico,6
76,Ciudad del Sol,6,Cristaleria,1
76,Ciudad del Sol,6,Detallado automotriz,2
76,Ciudad del Sol,6,Discoteca,2
76,Ciudad del Sol,6,Diseño de uñas,1
76,Ciudad del Sol,6,Equipo medico,1
76,Ciudad del Sol,6,Escuela,23
76,Ciudad del Sol,6,Escuela,1
76,Ciudad del Sol,6,Estacionamiento,5
76,Ciudad del Sol,6,Estetica,33
76,Ciudad del Sol,6,Estudio fotografico,3
76,Ciudad del Sol,6,Fabricas e industrias,7
76,Ciudad del Sol,6,Farmacia,6
76,Ciudad del Sol,6,Ferreteria,1
76,Ciudad del Sol,6,Floreria,1
76,Ciudad del Sol,6,Frutas y verduras,2
76,Ciudad del Sol,6,Gasolineria,1
76,Ciudad del Sol,6,Gimnasio,1
76,Ciudad del Sol,6,Guarderia,2
76,Ciudad del Sol,6,Herrajes,1
76,Ciudad del Sol,6,Hotel,5
76,Ciudad del Sol,6,Imprenta,1
76,Ciudad del Sol,6,Inmobiliaria,3
76,Ciudad del Sol,6,Institucion bancaria y de credito,8
76,Ciudad del Sol,6,Joyeria ,27
76,Ciudad del Sol,6,Juegos de video,5
76,Ciudad del Sol,6,Juegosa electronicos y electromecanicos,2
76,Ciudad del Sol,6,Jugueteria,6
76,Ciudad del Sol,6,Libreria,6
76,Ciudad del Sol,6,Litografias,2
76,Ciudad del Sol,6,Llantera,3
76,Ciudad del Sol,6,Ludoteca,1
76,Ciudad del Sol,6,Marcos y molduras,2
76,Ciudad del Sol,6,Mariscos,2
76,Ciudad del Sol,6,Material discografico,1
76,Ciudad del Sol,6,Minisuper,7
76,Ciudad del Sol,6,Miscelanea,1
76,Ciudad del Sol,6,Muebleria,9
76,Ciudad del Sol,6,Neveria,21
76,Ciudad del Sol,6,Oficina administrativa,155
76,Ciudad del Sol,6,Oficina corporativa,1
76,Ciudad del Sol,6,Optica,9
76,Ciudad del Sol,6,Orfebreria,1
76,Ciudad del Sol,6,Panaderia,3
76,Ciudad del Sol,6,Papeleria,9
76,Ciudad del Sol,6,Pasteleria y postres,5
76,Ciudad del Sol,6,Pedicure,1
76,Ciudad del Sol,6,Pedicurista,1
76,Ciudad del Sol,6,Pinturas,2
76,Ciudad del Sol,6,Planchaduria,1
76,Ciudad del Sol,6,Prestacion de servicios,11
76,Ciudad del Sol,6,Prestamos prendarios,4
76,Ciudad del Sol,6,Productos congelados y enlatados,1
76,Ciudad del Sol,6,Productos naturistas,2
76,Ciudad del Sol,6,Productos naturistas,1
76,Ciudad del Sol,6,Refaccionaria,3
76,Ciudad del Sol,6,Regalos,15
76,Ciudad del Sol,6,Relojeria,2
76,Ciudad del Sol,6,Renta de sistema de computo,8
76,Ciudad del Sol,6,Restaurant,17
76,Ciudad del Sol,6,Restaurant bar,18
76,Ciudad del Sol,6,Revistas y periodicos,1
76,Ciudad del Sol,6,Ropa,110
76,Ciudad del Sol,6,Rosticeria,1
76,Ciudad del Sol,6,Salchichoneria,1
76,Ciudad del Sol,6,Salon de eventos,3
76,Ciudad del Sol,6,Salon para fiestas infantiles,1
76,Ciudad del Sol,6,Tabaqueria ,2
76,Ciudad del Sol,6,Taller de afinacion,1
76,Ciudad del Sol,6,Taller de alineacion y balanceo,1
76,Ciudad del Sol,6,Taller de aparatos electronicos y electricos,4
76,Ciudad del Sol,6,Taller de calzado,2
76,Ciudad del Sol,6,Taller de costura,3
76,Ciudad del Sol,6,Taller de frenos,1
76,Ciudad del Sol,6,Taller de laminado y pintura,1
76,Ciudad del Sol,6,Taller mecanico,3
76,Ciudad del Sol,6,Tatus,1
76,Ciudad del Sol,6,Telas,4
76,Ciudad del Sol,6,Telefonos celulares,18
76,Ciudad del Sol,6,Tequila,1
76,Ciudad del Sol,6,Terraza tipo A,1
76,Ciudad del Sol,6,Tienda de deportes,5
76,Ciudad del Sol,6,Tienda departamental,6
76,Ciudad del Sol,6,Tintoreria,1
76,Ciudad del Sol,6,Tortilleria,1
76,Ciudad del Sol,6,Transportistas,1
76,Ciudad del Sol,6,Venta de bebidas de baja graduacion,7
76,Ciudad del Sol,6,Venta de boletos,6
76,Ciudad del Sol,6,Veterinaria,4
76,Ciudad del Sol,6,Video filmaciones,1
76,Ciudad del Sol,6,Videoclub,2
76,Ciudad del Sol,6,Vinos y licores,4
76,Ciudad del Sol,6,Vivero,6
76,Ciudad del Sol,6,Zapateria,50
77,Ciudad del Tepeyac,6,Acuario,1
77,Ciudad del Tepeyac,6,Alimentos,1
77,Ciudad del Tepeyac,6,Billar,1
77,Ciudad del Tepeyac,6,Blancos,1
77,Ciudad del Tepeyac,6,Material discografico,1
77,Ciudad del Tepeyac,6,Minisuper,1
77,Ciudad del Tepeyac,6,Prestamos prendarios,2
77,Ciudad del Tepeyac,6,Restaurant bar,1
77,Ciudad del Tepeyac,6,Taller de costura,1
77,Ciudad del Tepeyac,6,Veterinaria,1
78,Ciudad Granja,5B,Abarrotes,67
78,Ciudad Granja,5B,Academia de actividades deportivas y esparcimiento,4
78,Ciudad Granja,5B,Academia de actividades tecnicas y de capacitacion,7
78,Ciudad Granja,5B,Agencia de publicidad,3
78,Ciudad Granja,5B,Agencia de servicios aduanales,1
78,Ciudad Granja,5B,Agencia de uatos nuevos y seminuevos,3
78,Ciudad Granja,5B,Agencia de viajes,1
78,Ciudad Granja,5B,Aire acondicionado,1
78,Ciudad Granja,5B,Alfombras,2
78,Ciudad Granja,5B,Alimento animal,4
78,Ciudad Granja,5B,Alimentos,115
78,Ciudad Granja,5B,Almacen,19
78,Ciudad Granja,5B,Aluminio,2
78,Ciudad Granja,5B,Aparatos deportivos,1
78,Ciudad Granja,5B,Aparatos electrodomesticos,5
78,Ciudad Granja,5B,Armado de sandalias,1
78,Ciudad Granja,5B,Artesanias,6
78,Ciudad Granja,5B,Articulos de belleza,1
78,Ciudad Granja,5B,Articulos de decoracion,2
78,Ciudad Granja,5B,Articulos de limpieza,2
78,Ciudad Granja,5B,Articulos para el hogar,3
78,Ciudad Granja,5B,Articulos para fiesta,2
78,Ciudad Granja,5B,Asilo,1
78,Ciudad Granja,5B,Autobaño,3
78,Ciudad Granja,5B,Baños publicos,1
78,Ciudad Granja,5B,Bebida sin contenido alcoholico,2
78,Ciudad Granja,5B,Billar,2
78,Ciudad Granja,5B,Bodega,70
78,Ciudad Granja,5B,Boneteria y merceria,1
78,Ciudad Granja,5B,Cafeteria,6
78,Ciudad Granja,5B,Carniceria,9
78,Ciudad Granja,5B,Carpinteria,12
78,Ciudad Granja,5B,Casa de huespedes,1
78,Ciudad Granja,5B,Centro comercial,1
78,Ciudad Granja,5B,Centro de acopio,1
78,Ciudad Granja,5B,Cereales y semillas,8
78,Ciudad Granja,5B,Cerrajeria,2
78,Ciudad Granja,5B,"Chatarra y reciclado
",2
78,Ciudad Granja,5B,Club deportivo social,1
78,Ciudad Granja,5B,Confeccion de ropa interior,1
78,Ciudad Granja,5B,Consultorio,2
78,Ciudad Granja,5B,Consultorio medico,5
78,Ciudad Granja,5B,Consultorio odontologico,3
78,Ciudad Granja,5B,Consumibles para filmaciones,1
78,Ciudad Granja,5B,Cremeria,7
78,Ciudad Granja,5B,Cristaleria,1
78,Ciudad Granja,5B,Diseño de interiores,1
78,Ciudad Granja,5B,Diseño e impresion,5
78,Ciudad Granja,5B,Dulceria,9
78,Ciudad Granja,5B,Elaboracion de productos helados,1
78,Ciudad Granja,5B,Equipo,5
78,Ciudad Granja,5B,Equipo de alarmas y seguridad,1
78,Ciudad Granja,5B,Equipo grafico,1
78,Ciudad Granja,5B,Equipo medico,1
78,Ciudad Granja,5B,Escuela,19
78,Ciudad Granja,5B,Estacionamiento,1
78,Ciudad Granja,5B,Estetica,23
78,Ciudad Granja,5B,Estudio fotografico,1
78,Ciudad Granja,5B,Expendio de agua purificada,2
78,Ciudad Granja,5B,Expendio de pan frio,2
78,Ciudad Granja,5B,Expendio de pollo,3
78,Ciudad Granja,5B,Fabrica de articulos deportivos,1
78,Ciudad Granja,5B,Fabrica de productos quimicos,1
78,Ciudad Granja,5B,Fabricas e industrias,100
78,Ciudad Granja,5B,Farmacia,11
78,Ciudad Granja,5B,Ferreteria,4
78,Ciudad Granja,5B,Floreria,4
78,Ciudad Granja,5B,Frutas y verduras,6
78,Ciudad Granja,5B,Gasolinera,4
78,Ciudad Granja,5B,Gimnasio,2
78,Ciudad Granja,5B,Guarderia,2
78,Ciudad Granja,5B,Herreria,12
78,Ciudad Granja,5B,Hospitales y clinicas,2
78,Ciudad Granja,5B,Hotel y motel,3
78,Ciudad Granja,5B,Imprenta,6
78,Ciudad Granja,5B,Inmobiliaria,4
78,Ciudad Granja,5B,Institucion bancaria y de credito,5
78,Ciudad Granja,5B,Juegos de video,11
78,Ciudad Granja,5B,Juegos mecanicos y electromecanicos,2
78,Ciudad Granja,5B,Laboratorio de analisis clinicos,2
78,Ciudad Granja,5B,Lamparas de ornato,1
78,Ciudad Granja,5B,Lavanderia,2
78,Ciudad Granja,5B,Llantera,8
78,Ciudad Granja,5B,Ludoteca,2
78,Ciudad Granja,5B,Madereria,4
78,Ciudad Granja,5B,Maquiladora,22
78,Ciudad Granja,5B,Maquina tragamonedas,4
78,Ciudad Granja,5B,Maquinaria general,5
78,Ciudad Granja,5B,Marmoleria,2
78,Ciudad Granja,5B,Material electrico,6
78,Ciudad Granja,5B,Material para construccion,9
78,Ciudad Granja,5B,Minisuper,6
78,Ciudad Granja,5B,Miscelanea,5
78,Ciudad Granja,5B,Muebleria,5
78,Ciudad Granja,5B,Oficina administrativa,240
78,Ciudad Granja,5B,Paleteria y neveria,5
78,Ciudad Granja,5B,Panaderia,5
78,Ciudad Granja,5B,Pañales,1
78,Ciudad Granja,5B,Papeleria,8
78,Ciudad Granja,5B,Parque funeral colonias,1
78,Ciudad Granja,5B,Pasteles y postres,2
78,Ciudad Granja,5B,Pinturas,2
78,Ciudad Granja,5B,Pisos y azulejos,1
78,Ciudad Granja,5B,Planchaduria,6
78,Ciudad Granja,5B,Plasticos,4
78,Ciudad Granja,5B,Prestacion de servicios,11
78,Ciudad Granja,5B,Productos agropecuarios,2
78,Ciudad Granja,5B,Productos naturistas,1
78,Ciudad Granja,5B,Productos quimicos,1
78,Ciudad Granja,5B,Ratro de aves,1
78,Ciudad Granja,5B,Refaccionaria,9
78,Ciudad Granja,5B,Regalos,11
78,Ciudad Granja,5B,Renta de sistema de computo,10
78,Ciudad Granja,5B,Restaurant,4
78,Ciudad Granja,5B,Restaurant bar,4
78,Ciudad Granja,5B,Ropa,11
78,Ciudad Granja,5B,Sala se exhibicion,4
78,Ciudad Granja,5B,Salon de eventos,7
78,Ciudad Granja,5B,Salon para fiestas infantiles,4
78,Ciudad Granja,5B,Semillas oleaginosas,1
78,Ciudad Granja,5B,Servicio de television por aire,1
78,Ciudad Granja,5B,Servicios marinos,1
78,Ciudad Granja,5B,Taller,3
78,Ciudad Granja,5B,Taller autoelectrico,2
78,Ciudad Granja,5B,Taller de aparatos electricos y electrodomesticos,6
78,Ciudad Granja,5B,Taller de aparatos para gimnasio,1
78,Ciudad Granja,5B,Taller de bicicletas,1
78,Ciudad Granja,5B,Taller de costura,5
78,Ciudad Granja,5B,Taller de detallado automotriz,3
78,Ciudad Granja,5B,Taller de embobinado,1
78,Ciudad Granja,5B,Taller de impresoras,1
78,Ciudad Granja,5B,Taller de laminado y pintura,7
78,Ciudad Granja,5B,Taller de mofles,2
78,Ciudad Granja,5B,Taller de torno,7
78,Ciudad Granja,5B,Taller mecanico,17
78,Ciudad Granja,5B,Tanques estacionarios,1
78,Ciudad Granja,5B,Tapiceria,2
78,Ciudad Granja,5B,Telefonia celular,1
78,Ciudad Granja,5B,Terraza tipo A,1
78,Ciudad Granja,5B,Tianguis del automovil,1
78,Ciudad Granja,5B,Tintoreria,3
78,Ciudad Granja,5B,Tlapaleria,3
78,Ciudad Granja,5B,Tortilleria,8
78,Ciudad Granja,5B,Tostaderia,3
78,Ciudad Granja,5B,Traslado y custodia de valores,1
78,Ciudad Granja,5B,Venta de bebidas de baja graduacion,8
78,Ciudad Granja,5B,"Venta, importacion y exportacion de campers",1
78,Ciudad Granja,5B,Veterinaria,1
78,Ciudad Granja,5B,Videoclub,1
78,Ciudad Granja,5B,Vidriera,2
78,Ciudad Granja,5B,Vinos y licores,4
78,Ciudad Granja,5B,Vivero,2
78,Ciudad Granja,5B,Zapateria,2
80,Colegio del Aire,4,Abarrotes,10
80,Colegio del Aire,4,Alimentos,3
80,Colegio del Aire,4,Centro de acopio,1
80,Colegio del Aire,4,Dulceria,1
80,Colegio del Aire,4,Estetica,2
80,Colegio del Aire,4,Frutas y verduras,1
80,Colegio del Aire,4,Mariscos,1
80,Colegio del Aire,4,Miscelanea,5
80,Colegio del Aire,4,Muebleria,1
80,Colegio del Aire,4,Oficina administrativa,2
80,Colegio del Aire,4,Refaccionaria,1
80,Colegio del Aire,4,Ropa,1
80,Colegio del Aire,4,Salon de eventos,1
80,Colegio del Aire,4,Salon para fiestas infantiles,1
80,Colegio del Aire,4,Tortilleria,3
80,Colegio del Aire,4,Vidriera,1
80,Colegio del Aire,4,Vivero,1
80,Colegio del Aire,4,Zapateria,1
81,Colinas de Atemajac,1B,Abarrotes,19
81,Colinas de Atemajac,1B,Academia de actividades tecnicas y de capacitacion,2
81,Colinas de Atemajac,1B,Agencia de autos seminuevos,1
81,Colinas de Atemajac,1B,Agencia de publicidad,1
81,Colinas de Atemajac,1B,Alimentos,19
81,Colinas de Atemajac,1B,Alimentos de uso animal,1
81,Colinas de Atemajac,1B,Artesanias,1
81,Colinas de Atemajac,1B,Articulos de limpieza,1
81,Colinas de Atemajac,1B,Articulos para fiestas,1
81,Colinas de Atemajac,1B,Bebidas sin contenido alcoholico,1
81,Colinas de Atemajac,1B,Bodega,2
81,Colinas de Atemajac,1B,Boneteria y merceria,2
81,Colinas de Atemajac,1B,Botanas,1
81,Colinas de Atemajac,1B,Carniceria,4
81,Colinas de Atemajac,1B,Cereales y semillas,2
81,Colinas de Atemajac,1B,Cerrajeria,2
81,Colinas de Atemajac,1B,Consultorio medico,4
81,Colinas de Atemajac,1B,Consultorio odontologico,3
81,Colinas de Atemajac,1B,Cremeria,1
81,Colinas de Atemajac,1B,Diseño e impresion ,1
81,Colinas de Atemajac,1B,Dulceria,2
81,Colinas de Atemajac,1B,Escuela,1
81,Colinas de Atemajac,1B,Estetica,7
81,Colinas de Atemajac,1B,Estudio fotografico,1
81,Colinas de Atemajac,1B,Expendio de pollo,2
81,Colinas de Atemajac,1B,Fabricas e industrias,3
81,Colinas de Atemajac,1B,Farmacia,2
81,Colinas de Atemajac,1B,Floreria,2
81,Colinas de Atemajac,1B,Frutas y verduras,3
81,Colinas de Atemajac,1B,Guarderia,2
81,Colinas de Atemajac,1B,Herreria,1
81,Colinas de Atemajac,1B,Juegos de video,3
81,Colinas de Atemajac,1B,Laboratorio de analisis clinicos,1
81,Colinas de Atemajac,1B,Llantera,1
81,Colinas de Atemajac,1B,Manufactura domiciliaria,1
81,Colinas de Atemajac,1B,Mariscos,1
81,Colinas de Atemajac,1B,Oficina administrativa,11
81,Colinas de Atemajac,1B,Panaderia,1
81,Colinas de Atemajac,1B,Papeleria,5
81,Colinas de Atemajac,1B,Pinturas,1
81,Colinas de Atemajac,1B,Planchaduria,1
81,Colinas de Atemajac,1B,Podologia,1
81,Colinas de Atemajac,1B,Productos naturistas,1
81,Colinas de Atemajac,1B,Refaccionaria,1
81,Colinas de Atemajac,1B,Regalos,3
81,Colinas de Atemajac,1B,Renta de sistema de computo,4
81,Colinas de Atemajac,1B,Ropa,1
81,Colinas de Atemajac,1B,Rosticeria,2
81,Colinas de Atemajac,1B,Salon de eventos,1
81,Colinas de Atemajac,1B,Salon para fiestas infantiles,1
81,Colinas de Atemajac,1B,Taller de mofles,1
81,Colinas de Atemajac,1B,Taller mecanico,4
81,Colinas de Atemajac,1B,Terraza tipo A,1
81,Colinas de Atemajac,1B,Tintoreria,1
81,Colinas de Atemajac,1B,Tortilleria,1
81,Colinas de Atemajac,1B,Venta de bebidas de baja graduacion,1
81,Colinas de Atemajac,1B,Vinos y licores,1
82,Colinas de las Águilas,6,Cafeteria,1
82,Colinas de las Águilas,6,Minisuper,1
82,Colinas de las Águilas,6,Oficina administrativa,1
82,Colinas de las Águilas,6,Renta de sistema de computo,1
83,Colinas de la Primavera,7,Abarrotes,31
83,Colinas de la Primavera,7,Alimentos,12
83,Colinas de la Primavera,7,Artesanias,1
83,Colinas de la Primavera,7,Articulos de limpieza,2
83,Colinas de la Primavera,7,Bisuteia,1
83,Colinas de la Primavera,7,Carniceria,1
83,Colinas de la Primavera,7,Cereales y semillas,1
83,Colinas de la Primavera,7,Consultorio,1
83,Colinas de la Primavera,7,Cremeria,2
83,Colinas de la Primavera,7,Dulceria,2
83,Colinas de la Primavera,7,Estetica,2
83,Colinas de la Primavera,7,Expendio de pollo,1
83,Colinas de la Primavera,7,Farmacia,4
83,Colinas de la Primavera,7,Frutas y verduras,2
83,Colinas de la Primavera,7,Herreria,3
83,Colinas de la Primavera,7,Joyeria,1
83,Colinas de la Primavera,7,Juegos de video,1
83,Colinas de la Primavera,7,Lavanderia,2
83,Colinas de la Primavera,7,Material de construccion,1
83,Colinas de la Primavera,7,Minisuper,1
83,Colinas de la Primavera,7,Miscelanea,3
83,Colinas de la Primavera,7,Neveria,1
83,Colinas de la Primavera,7,Pañales,1
83,Colinas de la Primavera,7,Papeleria,5
83,Colinas de la Primavera,7,Plasticos,1
83,Colinas de la Primavera,7,Purificacion y envasado de agua,2
83,Colinas de la Primavera,7,Regalos,1
83,Colinas de la Primavera,7,Renta de sistema de computo,3
83,Colinas de la Primavera,7,Ropa,2
83,Colinas de la Primavera,7,Rosticeria,2
83,Colinas de la Primavera,7,Salon de eventos,1
83,Colinas de la Primavera,7,Taller de torno,1
83,Colinas de la Primavera,7,Terraza tipo A,1
83,Colinas de la Primavera,7,Tortilleria,1
83,Colinas de la Primavera,7,Venta de bebidas de baja graduacion,1
83,Colinas de la Primavera,7,Vinos y licores,1
84,Colinas de los Belenes,1B,Abarrotes,1
84,Colinas de los Belenes,1B,Alimentos,2
84,Colinas de los Belenes,1B,Balneario,1
84,Colinas de los Belenes,1B,Escuela,1
84,Colinas de los Belenes,1B,Terraza tipo A,1
85,Colinas de los Robles,3,Abarrotes,17
85,Colinas de los Robles,3,Carniceria,1
85,Colinas de los Robles,3,Chatarra y reciclados,1
85,Colinas de los Robles,3,Estetica,3
85,Colinas de los Robles,3,Expendio de pollo,1
85,Colinas de los Robles,3,Farmacia,1
85,Colinas de los Robles,3,Herreria,1
85,Colinas de los Robles,3,Juegos de video,1
85,Colinas de los Robles,3,Miscelanea,3
85,Colinas de los Robles,3,Paleteria,1
85,Colinas de los Robles,3,Panaderia,1
85,Colinas de los Robles,3,Papeleria,3
85,Colinas de los Robles,3,Purificacion y envasado de agua,1
85,Colinas de los Robles,3,Regalos,2
85,Colinas de los Robles,3,Renta de sistema de computo,4
85,Colinas de los Robles,3,Ropa,1
85,Colinas de los Robles,3,Tortilleria,3
86,Colinas de San Javier,5B,Academia de actividades tecnicas y de capacitacion,1
86,Colinas de San Javier,5B,Agencia de motocicletas,1
86,Colinas de San Javier,5B,Artesanias,1
86,Colinas de San Javier,5B,Estetica,1
86,Colinas de San Javier,5B,Floreria,1
86,Colinas de San Javier,5B,Maquina tragamonedas,1
86,Colinas de San Javier,5B,Vivero ,2
87,Colinas de Tabachines,1B,Abarrotes,7
87,Colinas de Tabachines,1B,Alimentos,3
87,Colinas de Tabachines,1B,Articulos de limpieza,2
87,Colinas de Tabachines,1B,Billar,1
87,Colinas de Tabachines,1B,Carniceria,1
87,Colinas de Tabachines,1B,Cremeria,1
87,Colinas de Tabachines,1B,Escuela,2
87,Colinas de Tabachines,1B,Estetica,2
87,Colinas de Tabachines,1B,Herreria,1
87,Colinas de Tabachines,1B,Jugueteria,1
87,Colinas de Tabachines,1B,Maquila,1
87,Colinas de Tabachines,1B,Miscelanea,2
87,Colinas de Tabachines,1B,Oficina administrativa,1
87,Colinas de Tabachines,1B,Papeleria,1
87,Colinas de Tabachines,1B,Renta de sistema de computo,1
87,Colinas de Tabachines,1B,Ropa ,1
87,Colinas de Tabachines,1B,Taller de hojalateria,1
87,Colinas de Tabachines,1B,Tlapaleria,1
87,Colinas de Tabachines,1B,Venta de bebidas de baja graduacion,1
87,Colinas de Tabachines,1B,Video juegos,1
89,Colinas del Rey,3,Abarrotes,6
89,Colinas del Rey,3,Alimentos,3
89,Colinas del Rey,3,Carniceria,1
89,Colinas del Rey,3,Dulceria,1
89,Colinas del Rey,3,Escuela,1
89,Colinas del Rey,3,Estetica,3
89,Colinas del Rey,3,Expendio de pollo,1
89,Colinas del Rey,3,Frutas y verduras,1
89,Colinas del Rey,3,Juegos de video,1
89,Colinas del Rey,3,Minisuper,2
89,Colinas del Rey,3,Miscelanea,1
89,Colinas del Rey,3,Oficina administrativa,2
89,Colinas del Rey,3,Planchaduria,1
89,Colinas del Rey,3,Purificacion y envasado de agua,1
89,Colinas del Rey,3,Regalos,1
89,Colinas del Rey,3,Taller de bicicletas,1
89,Colinas del Rey,3,Terraza tipo A,2
90,Colinas del Río Blanco,3,ABARROTES EN GENERAL,6
90,Colinas del Río Blanco,3,ESTACIÓN DE GAS,1
91,Colli CTM,6,Abarrotes,5
91,Colli CTM,6,Accesorios de vestir,1
91,Colli CTM,6,Acuario,1
91,Colli CTM,6,Agencia de viajes,1
91,Colli CTM,6,Alimentos,10
91,Colli CTM,6,Aluminio,1
91,Colli CTM,6,Articulos de limpieza,2
91,Colli CTM,6,Carniceria,3
91,Colli CTM,6,Cereales y semillas,1
91,Colli CTM,6,Cerrajeria,1
91,Colli CTM,6,Consultorio odontologico,2
91,Colli CTM,6,Cremeria,1
91,Colli CTM,6,Estetica,3
91,Colli CTM,6,Expendio de pollo,2
91,Colli CTM,6,Fabrica de muebles de madera,1
91,Colli CTM,6,Fabricas e industrias,2
91,Colli CTM,6,Farmacia,1
91,Colli CTM,6,Farmacia homeopatica,1
91,Colli CTM,6,Ferreteria,1
91,Colli CTM,6,Llantera,2
91,Colli CTM,6,Ludoteca,1
91,Colli CTM,6,Material electrico,1
91,Colli CTM,6,Material para construccion,1
91,Colli CTM,6,Miscelanea,1
91,Colli CTM,6,Neveria,2
91,Colli CTM,6,Oficina administrativa,2
91,Colli CTM,6,Paleteria,1
91,Colli CTM,6,Papeleria,4
91,Colli CTM,6,Planchaduria,1
91,Colli CTM,6,Purificacion y envasado de agua,2
91,Colli CTM,6,Refaccionaria,2
91,Colli CTM,6,Regalos,2
91,Colli CTM,6,Renta de sistema de computo,2
91,Colli CTM,6,Taller de laminado y pintura,1
91,Colli CTM,6,Taller de podadoras y bombas,1
91,Colli CTM,6,Telefonos celulares,2
91,Colli CTM,6,Tortilleria,1
91,Colli CTM,6,Video club,1
91,Colli CTM,6,Video juegos,3
91,Colli CTM,6,Vinos y licores,2
91,Colli CTM,6,Zapateria,2
93,Colli Primavera,7,Abarrotes,6
93,Colli Primavera,7,Alimentos,3
93,Colli Primavera,7,Bazar,1
93,Colli Primavera,7,Bebidas sin contenido alcoholico,1
93,Colli Primavera,7,Blancos,1
93,Colli Primavera,7,Bodega,1
93,Colli Primavera,7,Consultorio odontologico,1
93,Colli Primavera,7,Cremeria,1
93,Colli Primavera,7,Dulceria,1
93,Colli Primavera,7,Estetica,5
93,Colli Primavera,7,Expendio de pollo,1
93,Colli Primavera,7,Farmacia,1
93,Colli Primavera,7,Impermeavilizantes,1
93,Colli Primavera,7,Juegos de video,1
93,Colli Primavera,7,Lavanderia,1
93,Colli Primavera,7,Merceria,1
93,Colli Primavera,7,Minisuper,1
93,Colli Primavera,7,Miscelanea,1
93,Colli Primavera,7,Oficina administrativa,5
93,Colli Primavera,7,Panaderia,1
93,Colli Primavera,7,Papeleria,1
93,Colli Primavera,7,Pedicurista,1
93,Colli Primavera,7,Productos naturistas,1
93,Colli Primavera,7,Refaccionaria,1
93,Colli Primavera,7,Regalos,2
93,Colli Primavera,7,Renta de sistema de computo,1
93,Colli Primavera,7,Servicios de contruccion,1
93,Colli Primavera,7,Tortilleria,1
95,Colli Poblado (ó Colli Ejidal),6,Abarrotes,2
95,Colli Poblado (ó Colli Ejidal),6,Academia de actividades tecnicas y de capacitacion,1
95,Colli Poblado (ó Colli Ejidal),6,Alimentos,4
95,Colli Poblado (ó Colli Ejidal),6,Almacen,1
95,Colli Poblado (ó Colli Ejidal),6,Articulos de limpieza,1
95,Colli Poblado (ó Colli Ejidal),6,Bodega,2
95,Colli Poblado (ó Colli Ejidal),6,Cocina economica,1
95,Colli Poblado (ó Colli Ejidal),6,Consultorio medico,1
95,Colli Poblado (ó Colli Ejidal),6,Cremeria,1
95,Colli Poblado (ó Colli Ejidal),6,Dulceria,1
95,Colli Poblado (ó Colli Ejidal),6,Estetica,2
95,Colli Poblado (ó Colli Ejidal),6,Expendio de pollo,1
95,Colli Poblado (ó Colli Ejidal),6,Fabricas e industrias,3
95,Colli Poblado (ó Colli Ejidal),6,Farmacia,1
95,Colli Poblado (ó Colli Ejidal),6,Ferreteria,1
95,Colli Poblado (ó Colli Ejidal),6,Material para construccion,1
95,Colli Poblado (ó Colli Ejidal),6,Miscelanea,1
95,Colli Poblado (ó Colli Ejidal),6,Paleteria,1
95,Colli Poblado (ó Colli Ejidal),6,Pañales,1
95,Colli Poblado (ó Colli Ejidal),6,Productos naturistas,1
95,Colli Poblado (ó Colli Ejidal),6,Ropa,1
95,Colli Poblado (ó Colli Ejidal),6,Taller de costura,1
95,Colli Poblado (ó Colli Ejidal),6,Taller mecanico,1
96,Colli Sitio,5A,Abarrotes,13
96,Colli Sitio,5A,Alimentos,3
96,Colli Sitio,5A,Almacen,1
96,Colli Sitio,5A,Bebidas de baja graduacion,1
96,Colli Sitio,5A,Billar,1
96,Colli Sitio,5A,Bodega,1
96,Colli Sitio,5A,Carpinteria,1
96,Colli Sitio,5A,Estetica,1
96,Colli Sitio,5A,Expendio de pollo,1
96,Colli Sitio,5A,Fabricas e industrias,6
